revid,parentid,user,userid,timestamp,size,comment,tags,page,latitude,longitude,Article
242522873,240211565,Chrismtb,5673943,2008-10-02T16:14:47Z,6446,/* External links */,[],Airborne wind turbine,,,Airborne wind turbine
242668264,242522873,211.198.96.57,0,2008-10-03T04:02:50Z,6483,/* External links */,[],Airborne wind turbine,37.2068,126.8169,Airborne wind turbine
245173448,242668264,Kalyanprodhan,8075258,2008-10-14T06:44:36Z,6628,/* Estimated costs */,[],Airborne wind turbine,,,Airborne wind turbine
245190832,245173448,Alexf,55327,2008-10-14T09:49:41Z,6483,Reverted edits by [[Special:Contributions/Kalyanprodhan|Kalyanprodhan]] ([[User talk:Kalyanprodhan|talk]]) to last version by 211.198.96.57,[],Airborne wind turbine,,,Airborne wind turbine
253557742,245190832,Teratornis,1315076,2008-11-23T08:45:06Z,6813,/* Aerostat variety */ I found the needed diagram that someone else kindly uploaded to [[WP:COMMONS|Commons]]; change a bare reference to a [[Template:Cite web]],[],Airborne wind turbine,,,Airborne wind turbine
253557790,253557742,Teratornis,1315076,2008-11-23T08:45:37Z,6825,/* Aerostat variety */ name a ref tag,[],Airborne wind turbine,,,Airborne wind turbine
254323395,253557790,72.78.228.154,0,2008-11-26T23:29:36Z,6826,,[],Airborne wind turbine,38.5608,-75.3351,Airborne wind turbine
257828142,254323395,213.140.15.173,0,2008-12-14T03:18:35Z,9571,,[],Airborne wind turbine,45.6108,8.8962,Airborne wind turbine
258006708,257828142,Wtshymanski,139104,2008-12-14T23:48:27Z,6826,revert redundant cut and paste [[WP:UNDO|Undid]] revision 257828142 by [[Special:Contributions/213.140.15.173|213.140.15.173]] ([[User talk:213.140.15.173|talk]]),[],Airborne wind turbine,,,Airborne wind turbine
258007207,258006708,Wtshymanski,139104,2008-12-14T23:51:09Z,6828,push those deadlines back,[],Airborne wind turbine,,,Airborne wind turbine
258127000,258007207,Wtshymanski,139104,2008-12-15T15:04:35Z,6735,remove dead link,[],Airborne wind turbine,,,Airborne wind turbine
258194884,258127000,Joefaust,532057,2008-12-15T20:47:14Z,6828,/* External links */ See also.,[],Airborne wind turbine,,,Airborne wind turbine
258194979,258194884,Joefaust,532057,2008-12-15T20:47:45Z,6829,/* See also */ *,[],Airborne wind turbine,,,Airborne wind turbine
259358084,258194979,Carlok,3609760,2008-12-21T15:52:24Z,6746,link to the internal page of the KiteGen,[],Airborne wind turbine,,,Airborne wind turbine
259441467,259358084,Pvillanienglish,8572381,2008-12-22T00:58:06Z,6771,,[],Airborne wind turbine,,,Airborne wind turbine
259441545,259441467,Pvillanienglish,8572381,2008-12-22T00:58:40Z,6758,,[],Airborne wind turbine,,,Airborne wind turbine
259459527,259441545,Wtshymanski,139104,2008-12-22T03:11:31Z,6746,restore after presumed good-=faith edits,[],Airborne wind turbine,,,Airborne wind turbine
259525115,259459527,151.82.15.231,0,2008-12-22T13:44:59Z,6729,/* Aerodynamic variety */,[],Airborne wind turbine,45.5253,9.333,Airborne wind turbine
259615922,259525115,Pvillanienglish,8572381,2008-12-22T23:17:22Z,6718,/* See also */,[],Airborne wind turbine,,,Airborne wind turbine
261482618,259615922,Evavitali,8522804,2009-01-02T17:26:12Z,7652,/* Aerodynamic variety */,[],Airborne wind turbine,,,Airborne wind turbine
261482779,261482618,Evavitali,8522804,2009-01-02T17:27:12Z,7630,/* Aerodynamic variety */,[],Airborne wind turbine,,,Airborne wind turbine
261482990,261482779,Evavitali,8522804,2009-01-02T17:28:25Z,7670,/* External links */,[],Airborne wind turbine,,,Airborne wind turbine
261483868,261482990,Evavitali,8522804,2009-01-02T17:33:42Z,7715,/* Aerodynamic variety */,[],Airborne wind turbine,,,Airborne wind turbine
261651209,261483868,Evavitali,8522804,2009-01-03T10:43:35Z,7750,/* Aerodynamic variety */,[],Airborne wind turbine,,,Airborne wind turbine
261651347,261651209,Evavitali,8522804,2009-01-03T10:44:56Z,7750,/* Aerodynamic variety */,[],Airborne wind turbine,,,Airborne wind turbine
261724822,261651347,Wtshymanski,139104,2009-01-03T18:47:06Z,7331,"copyedit; this is an aerostat, not aerodyamic, device; rewrite copyvio text  from [[http://www.twind.eu/en/working.php]]",[],Airborne wind turbine,,,Airborne wind turbine
261725269,261724822,Wtshymanski,139104,2009-01-03T18:49:26Z,7315,remove and/or,[],Airborne wind turbine,,,Airborne wind turbine
261774065,261725269,213.140.15.173,0,2009-01-03T23:02:50Z,7314,/* Aerostat variety */,[],Airborne wind turbine,45.6108,8.8962,Airborne wind turbine
261774338,261774065,213.140.15.173,0,2009-01-03T23:04:13Z,7313,/* Aerostat variety */,[],Airborne wind turbine,45.6108,8.8962,Airborne wind turbine
261981813,261774338,Joefaust,532057,2009-01-04T23:15:48Z,7415,/* External links */ Consortium occurring on airborne wind turbines,[],Airborne wind turbine,,,Airborne wind turbine
264641674,261981813,Nopetro,4345100,2009-01-17T10:02:09Z,7451,/* External links */,[],Airborne wind turbine,,,Airborne wind turbine
264641798,264641674,Nopetro,4345100,2009-01-17T10:03:27Z,7415,/* External links */  Typo,[],Airborne wind turbine,,,Airborne wind turbine
264641983,264641798,Nopetro,4345100,2009-01-17T10:05:29Z,7535,/* External links */,[],Airborne wind turbine,,,Airborne wind turbine
267136844,264641983,Tempshill,18084,2009-01-29T05:40:30Z,7533,Move first image up to the top,[],Airborne wind turbine,,,Airborne wind turbine
269020108,267136844,Joefaust,532057,2009-02-06T23:27:04Z,7535,/* External links */ open-source circle link change.,[],Airborne wind turbine,,,Airborne wind turbine
269206710,269020108,MelonBot,6019534,2009-02-07T22:19:18Z,7535,Updating {{[[Template:Cite web|cite web]]}} templates: replaced 'accessdaymonth/monthday/year' parameters with 'accessdate' and 'dateformat',[],Airborne wind turbine,,,Airborne wind turbine
270025490,269206710,163.153.220.161,0,2009-02-11T16:37:20Z,7535,/* Estimated costs */,[],Airborne wind turbine,43.3101,-73.6432,Airborne wind turbine
272671640,270025490,CommonsDelinker,2304267,2009-02-23T07:02:55Z,7538,Replacing [[Image:Airborne_wind_generator.svg]] with [[Image:Airborne_wind_generator-en.svg]] (by [[commons:User:Lycaon|Lycaon]] because: (incorrectly named) duplicate).,[],Airborne wind turbine,,,Airborne wind turbine
282469072,272671640,Joefaust,532057,2009-04-08T01:46:06Z,7976,Methods.   Patent section.  Patent start.,[],Airborne wind turbine,,,Airborne wind turbine
282470929,282469072,Joefaust,532057,2009-04-08T01:58:03Z,8169,WingMills.,[],Airborne wind turbine,,,Airborne wind turbine
282471232,282470929,Joefaust,532057,2009-04-08T01:59:57Z,8203,/* Aerodynamic variety */ spelling correction. Ground-based generator.,[],Airborne wind turbine,,,Airborne wind turbine
282471847,282471232,Joefaust,532057,2009-04-08T02:03:52Z,8217,/* Aerostat variety */  The kytoon ( as Magenn or othrs) resolve the no-wing variety.,[],Airborne wind turbine,,,Airborne wind turbine
282473771,282471847,Joefaust,532057,2009-04-08T02:17:24Z,8368,/* Patents for airborne wind energy (AWE) */  Robert's patent.,[],Airborne wind turbine,,,Airborne wind turbine
283318411,282473771,Mjlissner,3372325,2009-04-12T06:28:25Z,8369,/* Estimated costs */ typo,[],Airborne wind turbine,,,Airborne wind turbine
288045200,283318411,Bibinboi,9067741,2009-05-05T13:13:10Z,8380,,[],Airborne wind turbine,,,Airborne wind turbine
290070659,288045200,Hibernian,557233,2009-05-15T10:55:41Z,8381,,[],Airborne wind turbine,,,Airborne wind turbine
291842464,290070659,Joefaust,532057,2009-05-23T17:25:50Z,8670,Airborne Wind Energy Generation Systems  ref.,[],Airborne wind turbine,,,Airborne wind turbine
291844505,291842464,Joefaust,532057,2009-05-23T17:37:20Z,8641,"There was not proof or reference for the opinion of ""main disadvantage.""",[],Airborne wind turbine,,,Airborne wind turbine
291845330,291844505,Joefaust,532057,2009-05-23T17:42:01Z,8643,/* Aerostat and kytoon variety */  Sp:  balloon,[],Airborne wind turbine,,,Airborne wind turbine
292893287,291845330,79.28.244.25,0,2009-05-28T15:11:30Z,8779,/* External links */,[],Airborne wind turbine,44.75,8.1333,Airborne wind turbine
292896562,292893287,79.28.244.25,0,2009-05-28T15:26:42Z,9297,/* Aerodynamic variety */,[],Airborne wind turbine,44.75,8.1333,Airborne wind turbine
292897997,292896562,79.28.244.25,0,2009-05-28T15:32:33Z,9358,/* Aerodynamic variety */,[],Airborne wind turbine,44.75,8.1333,Airborne wind turbine
293085253,292897997,79.28.244.25,0,2009-05-29T12:42:00Z,10228,/* Aerodynamic variety */,[],Airborne wind turbine,44.75,8.1333,Airborne wind turbine
293085819,293085253,79.28.244.25,0,2009-05-29T12:46:05Z,10236,/* Aerodynamic variety */,[],Airborne wind turbine,44.75,8.1333,Airborne wind turbine
296939359,293085819,Serge925,2703666,2009-06-17T11:32:33Z,10258,,[],Airborne wind turbine,,,Airborne wind turbine
300374522,296939359,93.177.66.224,0,2009-07-05T08:41:53Z,10336,/* External links */ Added Magenn Power Inc. link,[],Airborne wind turbine,,,Airborne wind turbine
303543699,300374522,Nimur,243161,2009-07-22T15:09:32Z,10516,/* External links */ +Stanford Report article on high-altitude winds,[],Airborne wind turbine,,,Airborne wind turbine
304757067,303543699,Wtshymanski,139104,2009-07-28T21:46:48Z,9344,copyedit; patents listed without context; rewrite for English; no references and description is garbled,[],Airborne wind turbine,,,Airborne wind turbine
304853024,304757067,Mike Young,294035,2009-07-29T10:18:56Z,9344,,[],Airborne wind turbine,,,Airborne wind turbine
304979544,304853024,69.169.137.220,0,2009-07-30T00:20:03Z,9428,/* External links */,[],Airborne wind turbine,40.3245,-111.9618,Airborne wind turbine
304979747,304979544,69.169.137.220,0,2009-07-30T00:21:02Z,9443,/* External links */,[],Airborne wind turbine,40.3245,-111.9618,Airborne wind turbine
310180544,304979747,145.116.231.232,0,2009-08-26T15:36:20Z,9444,type-o,[],Airborne wind turbine,52.3783,6.6797,Airborne wind turbine
311209643,310180544,Chongkian,8766034,2009-09-01T03:38:59Z,9491,/* Aerodynamic variety */,[],Airborne wind turbine,,,Airborne wind turbine
311209831,311209643,Chongkian,8766034,2009-09-01T03:40:39Z,9505,/* Aerostat variety */,[],Airborne wind turbine,,,Airborne wind turbine
311304029,311209831,Wtshymanski,139104,2009-09-01T16:51:17Z,9491,[[Ontario]] is a link in case someone doesn't know where that is; rv [[WP:UNDO|Undid]] revision 311209831 by [[Special:Contributions/Chongkian|Chongkian]] ([[User talk:Chongkian|talk]]),[],Airborne wind turbine,,,Airborne wind turbine
313056681,311304029,216.186.5.5,0,2009-09-10T19:33:24Z,9505,/* Aerodynamic variety */,[],Airborne wind turbine,47.6606,-122.2919,Airborne wind turbine
313056836,313056681,216.186.5.5,0,2009-09-10T19:34:16Z,9525,/* Aerodynamic variety */,[],Airborne wind turbine,47.6606,-122.2919,Airborne wind turbine
313056862,313056836,Alansohn,118722,2009-09-10T19:34:25Z,9491,Reverted edits by [[Special:Contributions/216.186.5.5|216.186.5.5]] to last revision by Wtshymanski ([[WP:HG|HG]]),[],Airborne wind turbine,,,Airborne wind turbine
322114811,313056862,Smallcog,27041,2009-10-26T11:37:42Z,10040,,[],Airborne wind turbine,,,Airborne wind turbine
322952638,322114811,117.196.135.148,0,2009-10-30T17:14:05Z,10041,/* Aerodynamic variety */,[],Airborne wind turbine,9.9833,76.2833,Airborne wind turbine
322964962,322952638,Wtshymanski,139104,2009-10-30T18:28:16Z,10040,rv v [[WP:UNDO|Undid]] revision 322952638 by [[Special:Contributions/117.196.135.148|117.196.135.148]] ([[User talk:117.196.135.148|talk]]),[],Airborne wind turbine,,,Airborne wind turbine
326215078,322964962,98.210.236.72,0,2009-11-16T20:12:16Z,10078,/* External links */,[],Airborne wind turbine,36.9713,-121.9875,Airborne wind turbine
326219267,326215078,Wtshymanski,139104,2009-11-16T20:37:53Z,9940,redundant external lnk,[],Airborne wind turbine,,,Airborne wind turbine
327172361,326219267,Joefaust,532057,2009-11-21T21:14:14Z,10083,Energy captured can be sent to operate onboard devices or converted and beamed to other remote receivers without use of conductive tethers.,[],Airborne wind turbine,,,Airborne wind turbine
327174210,327172361,Joefaust,532057,2009-11-21T21:26:08Z,10135,/* Aerostat variety */  Electricity is not the only task of a working airborne wind energy conversion system.,[],Airborne wind turbine,,,Airborne wind turbine
327174944,327174210,Joefaust,532057,2009-11-21T21:30:50Z,10338,/* Aerostat variety */ Aerostats for airborne turbine systems are shaped from spheres to highly effective lifting airfoils.,[],Airborne wind turbine,,,Airborne wind turbine
328297298,327174944,Wtshymanski,139104,2009-11-28T00:57:49Z,10378,more imaginary wind farms in the sky,[],Airborne wind turbine,,,Airborne wind turbine
328418366,328297298,Wtshymanski,139104,2009-11-28T18:09:16Z,10276,elusive deadline removed,[],Airborne wind turbine,,,Airborne wind turbine
328573250,328418366,SmackBot,433328,2009-11-29T12:26:01Z,10294,Date maintenance tags and general  fixes,[],Airborne wind turbine,,,Airborne wind turbine
328733107,328573250,Joefaust,532057,2009-11-30T04:21:47Z,10476,Claifying direction of sectors: airborne wind turbines are a narrow sector of the large WECS sector of HAWP.,[],Airborne wind turbine,,,Airborne wind turbine
328733447,328733107,Joefaust,532057,2009-11-30T04:24:15Z,10418,The proper direction would be merging to HAWP as airborne wind turbine is generally a narrow subset of HAWP.,[],Airborne wind turbine,,,Airborne wind turbine
335118025,328733447,Rich Farmbrough,82835,2009-12-31T15:44:07Z,10409,remove deprected parameter using [[Project:AWB]],[],Airborne wind turbine,,,Airborne wind turbine
336753822,335118025,69.7.49.224,0,2010-01-09T06:33:41Z,10361,,[],Airborne wind turbine,48.5372,-123.0679,Airborne wind turbine
336805284,336753822,Wtshymanski,139104,2010-01-09T15:00:56Z,10409,rv v [[WP:UNDO|Undid]] revision 336753822 by [[Special:Contributions/69.7.49.224|69.7.49.224]] ([[User talk:69.7.49.224|talk]]),[],Airborne wind turbine,,,Airborne wind turbine
336963502,336805284,Ingolfson,1715251,2010-01-10T08:21:29Z,10453,Moving image into article and unforcing as per [[WP:MOS]],[],Airborne wind turbine,,,Airborne wind turbine
337892098,336963502,Imagenn,11440796,2010-01-14T23:15:47Z,10205,/* Aerostat variety */,[],Airborne wind turbine,,,Airborne wind turbine
337892582,337892098,Zzuuzz,365454,2010-01-14T23:18:32Z,10453,[[Help:Reverting|Reverted]] edits by [[Special:Contributions/Imagenn|Imagenn]] ([[User talk:Imagenn|talk]]) to last version by Ingolfson,[],Airborne wind turbine,,,Airborne wind turbine
347885207,337892582,Irefo,11846946,2010-03-05T10:55:18Z,10522,/* External links */,[],Airborne wind turbine,,,Airborne wind turbine
366533314,347885207,SmackBot,433328,2010-06-07T10:22:30Z,10477,FIx up portal template and general fixes,[],Airborne wind turbine,,,Airborne wind turbine
371185362,366533314,R.ruiterkamp,12660171,2010-07-01T11:17:13Z,10519,Added external link to Ampyx Power,[],Airborne wind turbine,,,Airborne wind turbine
371236687,371185362,Joefaust,532057,2010-07-01T17:59:35Z,10573,/* External links */ link and format.,[],Airborne wind turbine,,,Airborne wind turbine
376740857,371236687,Bernd Lau,12833997,2010-08-02T11:21:05Z,10643,/* External links */,[],Airborne wind turbine,,,Airborne wind turbine
381073476,376740857,217.92.187.234,0,2010-08-26T07:23:21Z,10572,Removed duplicate sentence in first paragraph.,[],Airborne wind turbine,53.55,10.0,Airborne wind turbine
394861395,381073476,Joefaust,532057,2010-11-04T21:22:43Z,10578,Correct three links.,[],Airborne wind turbine,,,Airborne wind turbine
396482202,394861395,RjwilmsiBot,10996774,2010-11-13T10:21:05Z,10598,"/* Estimated costs */CiteCompletion, dates: 1, works/pubs: 1, titles: 1, using [[Project:AWB|AWB]] (7382)",[],Airborne wind turbine,,,Airborne wind turbine
400517444,396482202,24.210.223.143,0,2010-12-04T17:50:08Z,10617,,[],Airborne wind turbine,40.7788,-82.4572,Airborne wind turbine
400529635,400517444,Wtshymanski,139104,2010-12-04T19:05:01Z,10598,rv external link Undid revision 400517444 by [[Special:Contributions/24.210.223.143|24.210.223.143]] ([[User talk:24.210.223.143|talk]]),[],Airborne wind turbine,,,Airborne wind turbine
400900064,400529635,Joefaust,532057,2010-12-06T18:54:38Z,10616,Magenn turbine is a user of the Savonius turbine type.,[],Airborne wind turbine,,,Airborne wind turbine
400909472,400900064,Wtshymanski,139104,2010-12-06T19:47:29Z,10615,sp,[],Airborne wind turbine,,,Airborne wind turbine
409769058,400909472,Joefaust,532057,2011-01-24T15:10:52Z,10710,/* Aerostat variety */ wikify kytoon.,[],Airborne wind turbine,,,Airborne wind turbine
411177532,409769058,144.173.5.197,0,2011-01-31T15:34:08Z,10708,,[],Airborne wind turbine,50.7,-3.5333,Airborne wind turbine
413521975,411177532,Joefaust,532057,2011-02-12T18:02:39Z,10708,/* Aerodynamic variety */ link correction,[],Airborne wind turbine,,,Airborne wind turbine
