revid,parentid,user,userid,timestamp,size,comment,tags,page,latitude,longitude,Article
144110220,135725430,Hubbardaie,1947443,2007-07-12T03:48:13Z,32345,"it is not accurate to say SSP is ""outside of earth's gravitational field.  If an orbiting object was slown down enough, gravity would pull it in.  Orbit balances gravity vs. centrifugal acceleration",[],Space-based solar power,,,Space-based solar power
144110383,144110220,Hubbardaie,1947443,2007-07-12T03:49:25Z,32356,clarified first sentence,[],Space-based solar power,,,Space-based solar power
146394308,144110383,CmdrObot,1079367,2007-07-22T21:45:55Z,32313,"sp (8): 1980`s→1980's, Enviromental→Environmental, develope→develop, enviromental→environmental, m<sup>2</sup>→m²",[],Space-based solar power,,,Space-based solar power
159082107,146394308,172.166.151.109,0,2007-09-20T01:45:39Z,32312,/* Space solar cells */,[],Space-based solar power,37.751,-97.822,Space-based solar power
161752499,159082107,DaddyWarlock,4828726,2007-10-02T09:07:02Z,32312,"/* Possible Environmental Impact */ corrected spelling errors, changed ""receiving"" to ""rectifying"" (regarding rectennas)",[],Space-based solar power,,,Space-based solar power
161752545,161752499,DaddyWarlock,4828726,2007-10-02T09:07:29Z,32312,/* Possible Environmental Impact */,[],Space-based solar power,,,Space-based solar power
164678984,161752545,24.188.182.235,0,2007-10-15T09:19:22Z,32321,/* Possible Environmental Impact */,[],Space-based solar power,40.6614,-73.9583,Space-based solar power
164717218,164678984,162.27.9.20,0,2007-10-15T14:24:40Z,32316,/* Laser power beaming */,[],Space-based solar power,41.8251,-88.2049,Space-based solar power
165034130,164717218,35.8.239.61,0,2007-10-16T20:51:05Z,33092,Future uses and political benefits,[],Space-based solar power,42.7283,-84.4882,Space-based solar power
165829019,165034130,Wolfkeeper,41690,2007-10-20T12:52:34Z,33290,/* Links */,[],Space-based solar power,,,Space-based solar power
165830407,165829019,Wolfkeeper,41690,2007-10-20T13:04:45Z,33465,,[],Space-based solar power,,,Space-based solar power
165935194,165830407,CharlesC,182379,2007-10-20T22:48:23Z,33634,/* Links */,[],Space-based solar power,,,Space-based solar power
165936855,165935194,CharlesC,182379,2007-10-20T22:58:33Z,33657,/* Extraterrestrial intelligence */,[],Space-based solar power,,,Space-based solar power
169676468,165936855,Belg4mit,1796889,2007-11-06T20:46:16Z,33931,"clean up some language, and mention alternative names since there are now redirects",[],Space-based solar power,,,Space-based solar power
169713470,169676468,Wolfkeeper,41690,2007-11-06T23:14:59Z,33657,"rv: no, not sunsynchronous- geosynchronous orbits are the primary location typically proposed, ssp >> sbsp on google",[],Space-based solar power,,,Space-based solar power
169720394,169713470,CharlesC,182379,2007-11-06T23:45:42Z,33733,image,[],Space-based solar power,,,Space-based solar power
172060966,169720394,83.161.39.210,0,2007-11-17T09:43:49Z,33746,/* Future */,[],Space-based solar power,52.3463,4.9305,Space-based solar power
176336429,172060966,Uncle G,164776,2007-12-07T09:32:17Z,33728,Removed misleading piping.,[],Space-based solar power,,,Space-based solar power
176723212,176336429,67.166.53.28,0,2007-12-09T06:33:28Z,33728,/* Future */,[],Space-based solar power,40.0153,-105.1076,Space-based solar power
176766150,176723212,SmackBot,433328,2007-12-09T13:48:45Z,33746,Date/fix the maintenance tags or gen fixes  using [[Project:AutoWikiBrowser|AWB]],[],Space-based solar power,,,Space-based solar power
179182545,176766150,41.208.210.39,0,2007-12-20T14:16:05Z,33751,Corrected grammar.,[],Space-based solar power,-26.2309,28.0583,Space-based solar power
184408772,179182545,24.197.125.188,0,2008-01-15T03:29:07Z,33782,,[],Space-based solar power,34.8004,-82.3221,Space-based solar power
185836514,184408772,Dawnseeker2000,1544984,2008-01-21T09:45:29Z,33782,/* Possible Environmental Impact */ change subtitle to lowercase [[MOS:CAPS]],[],Space-based solar power,,,Space-based solar power
185836589,185836514,Dawnseeker2000,1544984,2008-01-21T09:46:20Z,33780,/* References */ change to {{reflist}},[],Space-based solar power,,,Space-based solar power
185836707,185836589,Dawnseeker2000,1544984,2008-01-21T09:47:14Z,33780,"move ""External links"" to bottom",[],Space-based solar power,,,Space-based solar power
191167092,185836707,Mauro Bieg,873266,2008-02-13T16:51:30Z,33846,,[],Space-based solar power,,,Space-based solar power
191183702,191167092,Wwheaton,5122972,2008-02-13T18:08:42Z,33834,"Rework lead sentences, especially ""no nearer than LEO"" seems kind of silly, in lead paragraph especially.",[],Space-based solar power,,,Space-based solar power
191186128,191183702,Wwheaton,5122972,2008-02-13T18:19:48Z,33852,Move alternative locations sentence from lead paragraph down to section on Extraterrestrial solar energy.,[],Space-based solar power,,,Space-based solar power
191326002,191186128,SmackBot,433328,2008-02-14T01:58:53Z,33870,Date the maintenance tags or general  fixes,[],Space-based solar power,,,Space-based solar power
191892317,191326002,Cfrjlr,145846,2008-02-16T18:13:41Z,33903,/* See also */  * [[Solar panels on spacecraft]],[],Space-based solar power,,,Space-based solar power
191896204,191892317,Cfrjlr,145846,2008-02-16T18:35:52Z,33991,{{Merge| Solar panels on spacecraft | Talk:Space solar power#Merge|date=February 2008}},[],Space-based solar power,,,Space-based solar power
194529919,191896204,Ignacio Icke,2529682,2008-02-27T23:16:50Z,34463,new image,[],Space-based solar power,,,Space-based solar power
194697362,194529919,193.11.235.41,0,2008-02-28T17:55:17Z,34213,,[],Space-based solar power,59.3247,18.056,Space-based solar power
198807250,194697362,58.166.91.48,0,2008-03-17T07:05:10Z,32676,,[],Space-based solar power,-33.8667,151.1833,Space-based solar power
198809275,198807250,58.166.91.48,0,2008-03-17T07:26:53Z,32671,,[],Space-based solar power,-33.8667,151.1833,Space-based solar power
199288352,198809275,83.86.68.180,0,2008-03-19T06:48:24Z,32671,,[],Space-based solar power,52.0833,4.3,Space-based solar power
199538648,199288352,SieBot,4005189,2008-03-20T06:27:41Z,32725,"robot  Adding: [[es:Energía solar espacial]], [[fi:Avaruusvoimala]]",[],Space-based solar power,,,Space-based solar power
200938845,199538648,129.98.214.79,0,2008-03-26T00:09:08Z,32782,cats,[],Space-based solar power,40.8504,-73.9369,Space-based solar power
201534680,200938845,77.29.64.46,0,2008-03-28T08:58:35Z,32229,/* Possible environmental impact */,[],Space-based solar power,41.7156,21.7756,Space-based solar power
203835325,201534680,Mild Bill Hiccup,5202324,2008-04-06T21:11:57Z,32126,undo,[],Space-based solar power,,,Space-based solar power
203836209,203835325,Mild Bill Hiccup,5202324,2008-04-06T21:16:22Z,32134,"""loses"" --> ""losses""",[],Space-based solar power,,,Space-based solar power
204029046,203836209,CharlesC,182379,2008-04-07T17:40:50Z,32222,restored wholly appropriate (and nice looking) image,[],Space-based solar power,,,Space-based solar power
209474661,204029046,Iridescent,937705,2008-05-01T15:36:40Z,32169,"Cleanup & [[WP:AWB/T|typo fixing]] , typos fixed: insufficent → insufficient, terrestial → terrestrial  using [[Project:AutoWikiBrowser|AWB]]",[],Space-based solar power,,,Space-based solar power
210317566,209474661,Vendeka,5762788,2008-05-05T13:16:17Z,32169,/* History */ sp.,[],Space-based solar power,,,Space-based solar power
215878519,210317566,129.105.20.149,0,2008-05-30T02:32:50Z,33699,/* Solar power satellites */,[],Space-based solar power,42.0586,-87.6845,Space-based solar power
220743035,215878519,GGByte,7338246,2008-06-21T10:46:52Z,33700,,[],Space-based solar power,,,Space-based solar power
224392081,220743035,Aaron Schulz,335180,2008-07-08T17:27:55Z,31750,/* Possible environmental impact */ remove unsourced speculation/editorial,[],Space-based solar power,,,Space-based solar power
224392353,224392081,Aaron Schulz,335180,2008-07-08T17:29:13Z,30225,/* Extraterrestrial intelligence */ *sigh*,[],Space-based solar power,,,Space-based solar power
224392451,224392353,Aaron Schulz,335180,2008-07-08T17:29:35Z,30237,Tagged: cleanup,[],Space-based solar power,,,Space-based solar power
224443308,224392451,SmackBot,433328,2008-07-08T21:28:31Z,30248,Date the maintenance tags or general  fixes,[],Space-based solar power,,,Space-based solar power
227414951,224443308,Jcwf,2679259,2008-07-23T14:06:32Z,30345,,[],Space-based solar power,,,Space-based solar power
229485520,227414951,Sdsds,3146208,2008-08-02T23:04:43Z,30513,/* History */ [[Advanced Photovoltaic Experiment]],[],Space-based solar power,,,Space-based solar power
231969979,229485520,Maury Markowitz,2175,2008-08-14T20:34:07Z,24762,remove vast majority of entirely off-topic history section,[],Space-based solar power,,,Space-based solar power
238055641,231969979,208.66.88.150,0,2008-09-13T01:20:51Z,24855,,[],Space-based solar power,38.8522,-97.6142,Space-based solar power
238056173,238055641,208.66.88.150,0,2008-09-13T01:24:29Z,24854,,[],Space-based solar power,38.8522,-97.6142,Space-based solar power
238056208,238056173,208.66.88.150,0,2008-09-13T01:24:42Z,24854,,[],Space-based solar power,38.8522,-97.6142,Space-based solar power
238949673,238056208,76.203.217.13,0,2008-09-17T03:31:41Z,24852,/* Laser power beaming */,[],Space-based solar power,32.9083,-97.4283,Space-based solar power
238949938,238949673,76.203.217.13,0,2008-09-17T03:33:41Z,24855,/* Energy in global winters */,[],Space-based solar power,32.9083,-97.4283,Space-based solar power
240170068,238949938,Mac,7858,2008-09-22T06:06:42Z,24990,/* External links */,[],Space-based solar power,,,Space-based solar power
240170273,240170068,Mac,7858,2008-09-22T06:08:33Z,25010,/* See also */,[],Space-based solar power,,,Space-based solar power
240672072,240170273,192.91.171.36,0,2008-09-24T12:52:34Z,25010,/* Solar power satellites */,[],Space-based solar power,37.751,-97.822,Space-based solar power
244965307,240672072,Martarius,4905985,2008-10-13T10:51:11Z,25027,/* External links */ corrected Wired link,[],Space-based solar power,,,Space-based solar power
246854969,244965307,190.142.116.168,0,2008-10-22T01:33:04Z,25041,,[],Space-based solar power,11.1583,-69.625,Space-based solar power
250838434,246854969,220.240.167.120,0,2008-11-10T09:32:35Z,25116,/* Laser power beaming */,[],Space-based solar power,-38.0333,145.3,Space-based solar power
250860588,250838434,83.89.100.175,0,2008-11-10T13:00:14Z,25037,/* Laser power beaming */,[],Space-based solar power,55.664,11.4203,Space-based solar power
253346120,250860588,Lightbot,7178666,2008-11-22T06:27:19Z,25043,Date audit per [[wp:mosnum|mosnum]]/[[wp:overlink|overlink]]/Other,[],Space-based solar power,,,Space-based solar power
256500654,253346120,24.131.51.191,0,2008-12-07T22:34:29Z,25043,,[],Space-based solar power,33.4811,-84.4798,Space-based solar power
257860593,256500654,Holme215,4201524,2008-12-14T07:01:53Z,25043,[[WP:UNDO|Undid]] revision 256500654 by [[Special:Contributions/24.131.51.191|24.131.51.191]] ([[User talk:24.131.51.191|talk]]),[],Space-based solar power,,,Space-based solar power
258476830,257860593,CharlesC,182379,2008-12-17T01:06:53Z,25054,formatting caption under diagram to make clearer,[],Space-based solar power,,,Space-based solar power
262602271,258476830,66.204.57.124,0,2009-01-07T20:41:38Z,25057,,[],Space-based solar power,36.3766,-91.8241,Space-based solar power
262602503,262602271,66.204.57.124,0,2009-01-07T20:42:45Z,25061,,[],Space-based solar power,36.3766,-91.8241,Space-based solar power
262602692,262602503,66.204.57.124,0,2009-01-07T20:43:35Z,25056,,[],Space-based solar power,36.3766,-91.8241,Space-based solar power
262603575,262602692,66.204.57.124,0,2009-01-07T20:47:29Z,25060,,[],Space-based solar power,36.3766,-91.8241,Space-based solar power
262603738,262603575,66.204.57.124,0,2009-01-07T20:48:12Z,25058,/* History */,[],Space-based solar power,36.3766,-91.8241,Space-based solar power
262603893,262603738,66.204.57.124,0,2009-01-07T20:48:50Z,25093,,[],Space-based solar power,36.3766,-91.8241,Space-based solar power
262603903,262603893,ClueBot,4928500,2009-01-07T20:48:53Z,25054,"Reverting possible vandalism by [[Special:Contributions/66.204.57.124|66.204.57.124]] to older version. False positive? [[User:ClueBot/FalsePositives|Report it]]. Thanks, [[User:ClueBot|ClueBot]]. (514354) (Bot)",[],Space-based solar power,,,Space-based solar power
264049247,262603903,164.104.1.62,0,2009-01-14T15:41:59Z,25131,added examples of solar panels in space,[],Space-based solar power,40.5853,-105.0844,Space-based solar power
264049376,264049247,164.104.1.62,0,2009-01-14T15:42:39Z,25134,spell checked faring,[],Space-based solar power,40.5853,-105.0844,Space-based solar power
264050620,264049376,164.104.1.62,0,2009-01-14T15:48:20Z,25138,,[],Space-based solar power,40.5853,-105.0844,Space-based solar power
264050765,264050620,164.104.1.62,0,2009-01-14T15:49:02Z,25146,added links :D,[],Space-based solar power,40.5853,-105.0844,Space-based solar power
264933738,264050765,SmackBot,433328,2009-01-18T20:36:07Z,25174,tag,[],Space-based solar power,,,Space-based solar power
265525918,264933738,65.198.132.126,0,2009-01-21T18:11:13Z,25027,/* Energy in global winters */ That eruption did indeed occur but I'm not aware of evidence that it caused a 1000-year long ice age. Please source.,[],Space-based solar power,37.751,-97.822,Space-based solar power
265553622,265525918,Geoffrey.landis,392693,2009-01-21T20:38:07Z,25053,usual acronym is GEO,[],Space-based solar power,,,Space-based solar power
266041893,265553622,Xenobot,7225622,2009-01-24T02:39:57Z,25026,[[User:Xenobot|Bot]]) rm ibid template per discussion ([[User talk:Xeno|report errors?]],[],Space-based solar power,,,Space-based solar power
272024428,266041893,Equazcion,2813350,2009-02-20T07:44:51Z,25026,moved [[Space solar power]] to [[Space-based solar power]] over redirect,[],Space-based solar power,,,Space-based solar power
272024525,272024428,Equazcion,2813350,2009-02-20T07:45:39Z,24855,rm old merge proposals,[],Space-based solar power,,,Space-based solar power
272028015,272024525,Equazcion,2813350,2009-02-20T08:18:53Z,25267,rewrote intro. see talk.,[],Space-based solar power,,,Space-based solar power
272028977,272028015,Equazcion,2813350,2009-02-20T08:27:30Z,25350,,[],Space-based solar power,,,Space-based solar power
272029238,272028977,Equazcion,2813350,2009-02-20T08:29:48Z,25356,,[],Space-based solar power,,,Space-based solar power
272030013,272029238,Equazcion,2813350,2009-02-20T08:37:17Z,25619,/* History */,[],Space-based solar power,,,Space-based solar power
272030053,272030013,Equazcion,2813350,2009-02-20T08:37:38Z,25618,/* History */,[],Space-based solar power,,,Space-based solar power
272030622,272030053,Equazcion,2813350,2009-02-20T08:43:28Z,25616,,[],Space-based solar power,,,Space-based solar power
272031646,272030622,Equazcion,2813350,2009-02-20T08:52:38Z,25528,,[],Space-based solar power,,,Space-based solar power
272031683,272031646,Equazcion,2813350,2009-02-20T08:52:55Z,25532,,[],Space-based solar power,,,Space-based solar power
272032107,272031683,Equazcion,2813350,2009-02-20T08:56:34Z,26242,/* History */,[],Space-based solar power,,,Space-based solar power
272032723,272032107,Equazcion,2813350,2009-02-20T09:02:03Z,26220,,[],Space-based solar power,,,Space-based solar power
272032861,272032723,Equazcion,2813350,2009-02-20T09:03:15Z,25505,/* Terrestrial solar energy */,[],Space-based solar power,,,Space-based solar power
272032900,272032861,Equazcion,2813350,2009-02-20T09:03:43Z,23766,/* Extraterrestrial solar energy */,[],Space-based solar power,,,Space-based solar power
272033307,272032900,Equazcion,2813350,2009-02-20T09:07:18Z,23766,,[],Space-based solar power,,,Space-based solar power
272033810,272033307,Equazcion,2813350,2009-02-20T09:11:32Z,20757,,[],Space-based solar power,,,Space-based solar power
272033865,272033810,Equazcion,2813350,2009-02-20T09:11:57Z,20756,,[],Space-based solar power,,,Space-based solar power
272034035,272033865,Equazcion,2813350,2009-02-20T09:13:18Z,20692,/* History */,[],Space-based solar power,,,Space-based solar power
272039947,272034035,Equazcion,2813350,2009-02-20T10:02:44Z,22011,/* History */,[],Space-based solar power,,,Space-based solar power
272040014,272039947,Equazcion,2813350,2009-02-20T10:03:11Z,22015,,[],Space-based solar power,,,Space-based solar power
272040097,272040014,Equazcion,2813350,2009-02-20T10:03:46Z,21574,/* Current work */,[],Space-based solar power,,,Space-based solar power
272040230,272040097,Equazcion,2813350,2009-02-20T10:04:51Z,21688,/* External links */,[],Space-based solar power,,,Space-based solar power
272040290,272040230,Equazcion,2813350,2009-02-20T10:05:28Z,21689,/* External links */,[],Space-based solar power,,,Space-based solar power
272040517,272040290,Equazcion,2813350,2009-02-20T10:07:34Z,23372,/* External links */,[],Space-based solar power,,,Space-based solar power
272040573,272040517,Equazcion,2813350,2009-02-20T10:08:08Z,23374,/* References */,[],Space-based solar power,,,Space-based solar power
272041118,272040573,Equazcion,2813350,2009-02-20T10:12:14Z,22248,/* History */,[],Space-based solar power,,,Space-based solar power
272041155,272041118,Equazcion,2813350,2009-02-20T10:12:30Z,22248,/* History */,[],Space-based solar power,,,Space-based solar power
272041630,272041155,Equazcion,2813350,2009-02-20T10:16:21Z,42226,merged content from [[Solar power satellite]],[],Space-based solar power,,,Space-based solar power
272041872,272041630,Equazcion,2813350,2009-02-20T10:18:30Z,43757,"merged additional content from [[Solar power satellite]], misc fixes",[],Space-based solar power,,,Space-based solar power
272041943,272041872,Equazcion,2813350,2009-02-20T10:19:11Z,43913,merged categories from [[Solar power satellite]],[],Space-based solar power,,,Space-based solar power
272042113,272041943,Equazcion,2813350,2009-02-20T10:20:32Z,43925,rearrange,[],Space-based solar power,,,Space-based solar power
272042362,272042113,Equazcion,2813350,2009-02-20T10:22:38Z,52407,/* History */ merged history from [[Solar power satellite]],[],Space-based solar power,,,Space-based solar power
272042470,272042362,Equazcion,2813350,2009-02-20T10:23:31Z,52407,/* History */,[],Space-based solar power,,,Space-based solar power
272042577,272042470,Equazcion,2813350,2009-02-20T10:24:22Z,52408,/* History */,[],Space-based solar power,,,Space-based solar power
272042645,272042577,Equazcion,2813350,2009-02-20T10:25:01Z,52405,/* History */,[],Space-based solar power,,,Space-based solar power
272042814,272042645,Equazcion,2813350,2009-02-20T10:26:28Z,52453,,[],Space-based solar power,,,Space-based solar power
272042971,272042814,Equazcion,2813350,2009-02-20T10:27:53Z,52366,merge completed,[],Space-based solar power,,,Space-based solar power
272043269,272042971,Equazcion,2813350,2009-02-20T10:30:30Z,52334,rm cleanup tag,[],Space-based solar power,,,Space-based solar power
272045188,272043269,Equazcion,2813350,2009-02-20T10:46:26Z,52351,/* Design */,[],Space-based solar power,,,Space-based solar power
272085576,272045188,CharlesC,182379,2009-02-20T15:30:49Z,52439,added image,[],Space-based solar power,,,Space-based solar power
272093069,272085576,Equazcion,2813350,2009-02-20T16:21:29Z,52351,this image really has nothing to do with the topic.... it just looks pretty,[],Space-based solar power,,,Space-based solar power
272094673,272093069,Equazcion,2813350,2009-02-20T16:37:14Z,52441,,[],Space-based solar power,,,Space-based solar power
272694152,272094673,Azxten,8846436,2009-02-23T10:40:01Z,52556,/* External links */,[],Space-based solar power,,,Space-based solar power
272730483,272694152,Arthur Rubin,374195,2009-02-23T15:17:09Z,52441,Reverted edits by [[Special:Contributions/Azxten|Azxten]] ([[User talk:Azxten|talk]]) to last version by Equazcion,[],Space-based solar power,,,Space-based solar power
272994612,272730483,Azxten,8846436,2009-02-24T17:19:52Z,52556,[[WP:UNDO|Undid]] revision 272730483 by [[Special:Contributions/Arthur Rubin|Arthur Rubin]] ([[User talk:Arthur Rubin|talk]]),[],Space-based solar power,,,Space-based solar power
272998094,272994612,MrOllie,6908984,2009-02-24T17:37:12Z,52441,Reverted 1 edit by [[Special:Contributions/Azxten|Azxten]]; Rv linkspam. ([[WP:TW|TW]]),[],Space-based solar power,,,Space-based solar power
272998876,272998094,MrOllie,6908984,2009-02-24T17:41:16Z,52153,/* External links */ [[WP:EL]],[],Space-based solar power,,,Space-based solar power
273588685,272998876,74.216.25.182,0,2009-02-27T04:49:28Z,52175,,[],Space-based solar power,50.0831,-96.945,Space-based solar power
273592734,273588685,Equazcion,2813350,2009-02-27T05:19:46Z,52153,[[WP:UNDO|Undid]] revision 273588685 by [[Special:Contributions/74.216.25.182|74.216.25.182]] ([[User talk:74.216.25.182|talk]]) bad english,[],Space-based solar power,,,Space-based solar power
274349064,273592734,Wmaness,7647032,2009-03-02T04:58:25Z,52308,,[],Space-based solar power,,,Space-based solar power
274528185,274349064,Ptbotgourou,7355879,2009-03-02T21:24:06Z,52521,"robot  Adding: eo, fr, it, ja, pl, pt, zh",[],Space-based solar power,,,Space-based solar power
281443908,274528185,Miss Madeline,172769,2009-04-03T05:11:22Z,52534,/* In fiction */ pipelink,[],Space-based solar power,,,Space-based solar power
281648324,281443908,Dmh~enwiki,750064,2009-04-04T05:58:36Z,52612,moved misplaced phrase; added note (albeit uncited) that nothing remotely this large has ever been built in space,[],Space-based solar power,,,Space-based solar power
281648471,281648324,Dmh~enwiki,750064,2009-04-04T06:00:05Z,52673,"+caveat on cost and engineering (like previous note, this is fully supported by references cited in the main body)",[],Space-based solar power,,,Space-based solar power
281697871,281648471,Wolfkeeper,41690,2009-04-04T13:43:05Z,52986,/* Building from space */,[],Space-based solar power,,,Space-based solar power
281698202,281697871,Wolfkeeper,41690,2009-04-04T13:45:34Z,52984,/* Launch costs */,[],Space-based solar power,,,Space-based solar power
281895931,281698202,Ninly,368533,2009-04-05T14:04:33Z,52985,/* Advantages */ cl,[],Space-based solar power,,,Space-based solar power
281896274,281895931,Ninly,368533,2009-04-05T14:07:04Z,52980,/* Launch costs */ cl,[],Space-based solar power,,,Space-based solar power
282000967,281896274,69.134.226.188,0,2009-04-06T00:44:19Z,52990,/* Launch costs */ WHich caclulations?,[],Space-based solar power,37.751,-97.822,Space-based solar power
282063154,282000967,SmackBot,433328,2009-04-06T07:51:33Z,53009,Date maintenance tags and general  fixes,[],Space-based solar power,,,Space-based solar power
282403742,282063154,99.51.2.92,0,2009-04-07T19:39:58Z,52973,/* Spacecraft sizing */,[],Space-based solar power,37.6201,-121.4591,Space-based solar power
283801490,282403742,Mptp94,254621,2009-04-14T15:58:12Z,52945,/* See also */  redirects to this page,[],Space-based solar power,,,Space-based solar power
283844783,283801490,Wwoods,43844,2009-04-14T19:43:42Z,53672,/* Timeline */ PG&E deal with [[Solaren]],[],Space-based solar power,,,Space-based solar power
283844858,283844783,Wwoods,43844,2009-04-14T19:44:06Z,53660,/* Timeline */,[],Space-based solar power,,,Space-based solar power
283933340,283844858,Joeyo,637699,2009-04-15T04:21:49Z,53677,citation needed,[],Space-based solar power,,,Space-based solar power
283934182,283933340,Joeyo,637699,2009-04-15T04:28:20Z,53668,citation needed oopsie,[],Space-based solar power,,,Space-based solar power
283942053,283934182,Dmh~enwiki,750064,2009-04-15T05:29:39Z,54039,"/* Timeline */ PG&E/Solaren: Not a done deal, PG&E is not putting any money at risk",[],Space-based solar power,,,Space-based solar power
283983381,283942053,69.134.226.188,0,2009-04-15T12:29:41Z,54324,/* Problems */,[],Space-based solar power,37.751,-97.822,Space-based solar power
284011693,283983381,Pichote,1666357,2009-04-15T15:35:01Z,54324,senistivity -> sensitivity,[],Space-based solar power,,,Space-based solar power
284080528,284011693,SmackBot,433328,2009-04-15T21:43:59Z,54340,Date maintenance tags and general  fixes,[],Space-based solar power,,,Space-based solar power
284485144,284080528,98.232.212.178,0,2009-04-17T20:03:37Z,54340,/* Solar energy conversion (solar photons to DC current) */,[],Space-based solar power,46.1491,-122.8089,Space-based solar power
284680050,284485144,Dmh~enwiki,750064,2009-04-18T20:56:04Z,53820,"""global winter"" section: removed redundant specifics about particular winters.  Added note on relation to global warming.  Verges on original research, but then so do both sections involved.",[],Space-based solar power,,,Space-based solar power
284680588,284680050,Dmh~enwiki,750064,2009-04-18T20:58:44Z,53352,-global winters section (see discussion comment),[],Space-based solar power,,,Space-based solar power
285326146,284680588,Jbergquist,707756,2009-04-21T22:12:42Z,53435,/* See also */ Station-keeping in GEO,[],Space-based solar power,,,Space-based solar power
285328505,285326146,Jbergquist,707756,2009-04-21T22:25:51Z,53488,/* See also */ attitude control,[],Space-based solar power,,,Space-based solar power
285671653,285328505,Cfrjlr,145846,2009-04-23T15:55:05Z,54246,/* Increased global warming */,[],Space-based solar power,,,Space-based solar power
285671763,285671653,Cfrjlr,145846,2009-04-23T15:55:54Z,54244,/* Increased global warming */  fixed formatting,[],Space-based solar power,,,Space-based solar power
287296256,285671763,Wmaness,7647032,2009-05-01T18:28:10Z,54314,Added event to timeline.,[],Space-based solar power,,,Space-based solar power
288725601,287296256,Wolfkeeper,41690,2009-05-08T18:56:39Z,54352,/* Earth-based infrastructure */,[],Space-based solar power,,,Space-based solar power
289318084,288725601,142.33.41.100,0,2009-05-11T20:16:32Z,54352,/* Spacecraft sizing */,[],Space-based solar power,48.4777,-123.3658,Space-based solar power
